sale_id,product_name,category,quantity,unit_price,sale_date,customer_type
789,Wheat Flour 5kg,Grocery,19.0,223.0,2026-05-13,Wholesale
790,Tea Powder 250g,Grocery,15.0,116.0,2026-02-14,Regular
791,Shampoo,Personal Care,5.0,178.0,2026-01-11,Walk-in
792,Sugar 1kg,Grocery,14.0,50.0,2026-02-21,Wholesale
793,Tea Powder 250g,Grocery,9.0,124.0,2026-03-23,Wholesale
794,Sugar 1kg,Grocery,13.0,41.0,2026-05-23,Walk-in
795,Namkeen 200g,Snacks,17.0,59.0,2026-04-28,Regular
796,Paneer 200g,Dairy,14.0,76.0,2026-02-08,Regular
797,Cooking Oil 1L,Grocery,19.0,146.0,2026-01-26,Walk-in
798,Milk 1L,Dairy,9.0,56.0,2026-04-09,Wholesale
799,Dishwash Liquid,Household,20.0,99.0,2026-05-02,Regular
800,Soap,Personal Care,13.0,34.0,2026-02-06,Wholesale
801,Curd 500g,Dairy,13.0,35.0,2026-03-26,Wholesale
802,Toothpaste,Personal Care,16.0,85.0,2026-03-10,Walk-in
803,Rice 5kg,Grocery,10.0,350.0,2026-03-21,Walk-in
804,Dishwash Liquid,Household,4.0,100.0,2026-02-28,Regular
805,Chips,Snacks,11.0,22.0,2026-03-10,Wholesale
806,Paneer 200g,Dairy,3.0,84.0,2026-02-18,Walk-in
807,Shampoo,Personal Care,16.0,181.0,2026-05-13,Walk-in
808,Wheat Flour 5kg,Grocery,6.0,223.0,2026-01-17,Walk-in
809,Curd 500g,Dairy,17.0,37.0,2026-05-26,Regular
810,Soap,Personal Care,7.0,33.0,2026-01-15,Regular
811,Wheat Flour 5kg,Grocery,2.0,222.0,2026-04-03,Wholesale
812,Shampoo,Personal Care,12.0,179.0,2026-04-29,Wholesale
813,Curd 500g,Dairy,4.0,45.0,2026-06-24,Regular
814,Toothpaste,Personal Care,16.0,90.0,2026-06-02,Walk-in
815,Soap,Personal Care,19.0,37.0,2026-05-22,Walk-in
816,Milk 1L,Dairy,9.0,52.0,2026-06-26,Regular
817,Chips,Snacks,13.0,15.0,2026-01-13,Regular
818,Shampoo,Personal Care,8.0,178.0,2026-06-23,Regular
819,Biscuits,Snacks,14.0,35.0,2026-05-12,Regular
820,Rice 5kg,Grocery,5.0,352.0,2026-06-15,Regular
821,Rice 5kg,Grocery,9.0,348.0,2026-06-05,Walk-in
822,Biscuits,Snacks,13.0,31.0,2026-03-31,Walk-in
823,Biscuits,Snacks,15.0,28.0,2026-03-19,Wholesale
824,Curd 500g,Dairy,4.0,44.0,2026-01-02,Wholesale
825,Milk 1L,Dairy,20.0,58.0,2026-06-05,Walk-in
826,Chips,Snacks,4.0,25.0,2026-05-04,Regular
827,Namkeen 200g,Snacks,11.0,59.0,2026-03-12,Walk-in
828,Chips,Snacks,5.0,18.0,2026-05-13,Regular
829,Wheat Flour 5kg,Grocery,13.0,224.0,2026-06-19,Walk-in
830,Tea Powder 250g,Grocery,16.0,115.0,2026-03-17,Walk-in
831,Paneer 200g,Dairy,13.0,81.0,2026-01-10,Wholesale
832,Shampoo,Personal Care,,180.0,2026-06-25,Wholesale
833,Dishwash Liquid,Household,12.0,100.0,2026-05-10,Walk-in
834,Soap,Personal Care,18.0,40.0,2026-02-16,Walk-in
835,Cooking Oil 1L,Grocery,5.0,152.0,2026-03-08,Wholesale
836,Soap,Personal Care,11.0,40.0,2026-06-17,Regular
837,Toothpaste,Personal Care,8.0,90.0,2026-03-20,Walk-in
838,Namkeen 200g,Snacks,9.0,60.0,2026-05-30,Walk-in
839,Detergent 1kg,Household,16.0,126.0,2026-01-14,Wholesale
840,Sugar 1kg,Grocery,7.0,47.0,2026-05-09,Regular
841,Curd 500g,Dairy,10.0,43.0,2026-04-16,Regular
842,Tea Powder 250g,Grocery,7.0,117.0,2026-03-29,Walk-in
843,Detergent 1kg,Household,11.0,127.0,2026-02-16,Regular
844,Dishwash Liquid,Household,6.0,95.0,2026-03-22,Wholesale
845,Wheat Flour 5kg,Grocery,15.0,215.0,2026-03-12,Regular
846,Soap,Personal Care,,39.0,2026-05-06,Regular
847,Tea Powder 250g,Grocery,14.0,124.0,2026-06-12,Walk-in
848,Curd 500g,Dairy,16.0,41.0,2026-04-09,Regular
849,Wheat Flour 5kg,Grocery,7.0,,2026-04-06,Regular
850,Namkeen 200g,Snacks,7.0,63.0,2026-01-05,Wholesale
851,Rice 5kg,Grocery,8.0,355.0,2026-02-27,Wholesale
852,Milk 1L,Dairy,5.0,54.0,2026-01-27,Walk-in
853,Chips,Snacks,3.0,17.0,2026-01-12,Walk-in
854,Chips,Snacks,17.0,22.0,2026-06-02,Wholesale
855,Namkeen 200g,Snacks,5.0,61.0,2026-03-29,Walk-in
856,Milk 1L,Dairy,6.0,53.0,2026-04-14,Regular
857,Toothpaste,Personal Care,5.0,88.0,2026-02-24,Wholesale
858,Rice 5kg,Grocery,17.0,354.0,2026-02-13,Regular
859,Milk 1L,Dairy,,60.0,2026-04-07,Wholesale
860,Biscuits,Snacks,20.0,33.0,2026-01-13,Wholesale
861,Wheat Flour 5kg,Grocery,4.0,225.0,2026-06-17,Regular
862,Wheat Flour 5kg,Grocery,14.0,216.0,2026-04-24,Walk-in
863,Cooking Oil 1L,Grocery,9.0,153.0,2026-05-02,Wholesale
864,Tea Powder 250g,Grocery,1.0,118.0,2026-03-19,Walk-in
865,Cooking Oil 1L,Grocery,17.0,155.0,2026-03-11,Wholesale
866,Tea Powder 250g,Grocery,4.0,121.0,2026-05-11,Wholesale
867,Cooking Oil 1L,Grocery,4.0,149.0,2026-01-28,Walk-in
868,Shampoo,Personal Care,7.0,184.0,2026-03-09,Wholesale
869,Shampoo,Personal Care,14.0,180.0,2026-03-17,Regular
870,Wheat Flour 5kg,Grocery,16.0,223.0,2026-02-23,Wholesale
871,Dishwash Liquid,Household,8.0,95.0,2026-01-01,Regular
872,Sugar 1kg,Grocery,19.0,41.0,2026-06-21,Walk-in
873,Tea Powder 250g,Grocery,17.0,116.0,2026-01-20,Wholesale
874,Cooking Oil 1L,Grocery,8.0,149.0,2026-04-27,Walk-in
875,Biscuits,Snacks,2.0,32.0,2026-01-26,Regular
876,Wheat Flour 5kg,Grocery,12.0,219.0,2026-06-23,Walk-in
877,Paneer 200g,Dairy,4.0,76.0,2026-01-12,Regular
878,Tea Powder 250g,Grocery,6.0,125.0,2026-03-26,Walk-in
879,Detergent 1kg,Household,9.0,134.0,2026-01-24,Walk-in
880,Namkeen 200g,Snacks,4.0,57.0,2026-04-13,Walk-in
881,Detergent 1kg,Household,13.0,129.0,2026-06-26,Walk-in
882,Paneer 200g,Dairy,6.0,85.0,2026-01-29,Regular
883,Wheat Flour 5kg,Grocery,4.0,217.0,2026-04-17,Wholesale
884,Dishwash Liquid,Household,15.0,99.0,2026-02-16,Wholesale
885,Curd 500g,Dairy,20.0,40.0,2026-01-08,Wholesale
886,Tea Powder 250g,Grocery,16.0,122.0,2026-01-29,Walk-in
887,Detergent 1kg,Household,3.0,125.0,2026-03-08,Wholesale
888,Namkeen 200g,Snacks,17.0,55.0,2026-05-28,Wholesale
889,Toothpaste,Personal Care,11.0,95.0,2026-05-13,Wholesale
890,Cooking Oil 1L,Grocery,8.0,151.0,2026-05-04,Walk-in
891,Curd 500g,Dairy,18.0,37.0,2026-06-06,Regular
892,Rice 5kg,Grocery,6.0,355.0,2026-05-10,Walk-in
893,Dishwash Liquid,Household,3.0,92.0,2026-05-06,Walk-in
894,Toothpaste,Personal Care,9.0,90.0,2026-01-13,Wholesale
895,Toothpaste,Personal Care,13.0,93.0,2026-04-14,Regular
896,Sugar 1kg,Grocery,15.0,47.0,2026-05-27,Walk-in
897,Sugar 1kg,Grocery,15.0,47.0,2026-03-22,Regular
898,Dishwash Liquid,Household,1.0,100.0,2026-01-27,Walk-in
899,Paneer 200g,Dairy,18.0,75.0,2026-05-21,Regular
900,Sugar 1kg,Grocery,20.0,49.0,2026-06-13,Walk-in
901,Shampoo,Personal Care,15.0,185.0,2026-03-29,Walk-in
902,Wheat Flour 5kg,Grocery,15.0,218.0,2026-03-26,Wholesale
903,Dishwash Liquid,Household,12.0,100.0,2026-04-26,Regular
904,Cooking Oil 1L,Grocery,8.0,155.0,2026-01-01,Walk-in
905,Milk 1L,Dairy,10.0,60.0,2026-05-21,Wholesale
906,Milk 1L,Dairy,2.0,51.0,2026-02-12,Walk-in
907,Tea Powder 250g,Grocery,4.0,121.0,2026-03-07,Wholesale
908,Shampoo,Personal Care,4.0,178.0,2026-04-11,Regular
909,Detergent 1kg,Household,11.0,128.0,2026-01-28,Walk-in
910,Wheat Flour 5kg,Grocery,19.0,225.0,2026-02-01,Walk-in
911,Detergent 1kg,Household,19.0,135.0,2026-05-10,Regular
912,Dishwash Liquid,Household,17.0,90.0,2026-01-13,Wholesale
913,Paneer 200g,Dairy,16.0,84.0,2026-05-11,Regular
914,Soap,Personal Care,4.0,32.0,2026-04-10,Wholesale
915,Namkeen 200g,Snacks,13.0,63.0,2026-04-18,Wholesale
916,Toothpaste,Personal Care,13.0,89.0,2026-03-29,Walk-in
917,Detergent 1kg,Household,5.0,127.0,2026-04-16,Wholesale
918,Chips,Snacks,11.0,23.0,2026-05-22,Wholesale
919,Shampoo,Personal Care,7.0,178.0,2026-06-09,Wholesale
920,Chips,Snacks,12.0,25.0,2026-06-22,Regular
921,Soap,Personal Care,18.0,38.0,2026-06-27,Wholesale
922,Namkeen 200g,Snacks,12.0,56.0,2026-05-24,Walk-in
923,Paneer 200g,Dairy,18.0,85.0,2026-03-15,Walk-in
924,Rice 5kg,Grocery,4.0,353.0,2026-01-07,Walk-in
925,Tea Powder 250g,Grocery,2.0,115.0,2026-02-21,Walk-in
926,Soap,Personal Care,9.0,34.0,2026-02-07,Regular
927,Chips,Snacks,18.0,18.0,2026-01-09,Walk-in
928,Detergent 1kg,Household,20.0,126.0,2026-06-22,Wholesale
929,Toothpaste,Personal Care,18.0,95.0,2026-04-10,Regular
930,Chips,Snacks,2.0,25.0,2026-04-08,Walk-in
931,Paneer 200g,Dairy,11.0,85.0,2026-05-22,Regular
932,Rice 5kg,Grocery,7.0,349.0,2026-06-08,Walk-in
933,Toothpaste,Personal Care,12.0,95.0,2026-05-31,Wholesale
934,Shampoo,Personal Care,10.0,178.0,2026-04-25,Regular
935,Sugar 1kg,Grocery,6.0,42.0,2026-05-12,Regular
936,Curd 500g,Dairy,14.0,35.0,2026-03-13,Wholesale
937,Biscuits,Snacks,6.0,27.0,2026-05-30,Walk-in
938,Rice 5kg,Grocery,15.0,350.0,2026-02-09,Regular
939,Tea Powder 250g,Grocery,20.0,120.0,2026-01-14,Wholesale
940,Chips,Snacks,19.0,22.0,2026-05-21,Walk-in
941,Sugar 1kg,Grocery,17.0,45.0,2026-02-26,Regular
942,Sugar 1kg,Grocery,,48.0,2026-04-17,Wholesale
943,Curd 500g,Dairy,12.0,36.0,2026-02-26,Regular
944,Namkeen 200g,Snacks,12.0,60.0,2026-03-17,Regular
945,Dishwash Liquid,Household,1.0,98.0,2026-01-30,Wholesale
946,MILK 1L  ,Dairy,8.0,57.0,2026-06-14,Wholesale
947,Toothpaste,Personal Care,11.0,85.0,2026-04-08,Regular
948,Curd 500g,Dairy,18.0,39.0,2026-03-14,Regular
949,Milk 1L,Dairy,17.0,58.0,2026-04-25,Walk-in
950,Wheat Flour 5kg,Grocery,7.0,219.0,2026-03-24,Wholesale
951,Sugar 1kg,Grocery,6.0,41.0,2026-05-18,Wholesale
952,RICE 5KG  ,Grocery,3.0,355.0,2026-02-23,Wholesale
953,Shampoo,Personal Care,14.0,185.0,2026-01-27,Regular
954,Paneer 200g,Dairy,3.0,85.0,2026-06-25,Regular
955,Rice 5kg,Grocery,11.0,352.0,2026-01-10,Regular
956,Sugar 1kg,Grocery,6.0,40.0,2026-03-06,Wholesale
957,Sugar 1kg,Grocery,8.0,49.0,2026-03-08,Walk-in
958,Curd 500g,Dairy,13.0,42.0,2026-04-21,Walk-in
959,Rice 5kg,Grocery,4.0,351.0,2026-05-17,Regular
960,Sugar 1kg,Grocery,2.0,49.0,2026-06-29,Regular
961,Milk 1L,Dairy,4.0,58.0,2026-03-16,Wholesale
962,Chips,Snacks,3.0,24.0,2026-03-14,Walk-in
963,Curd 500g,Dairy,1.0,41.0,2026-05-02,Regular
964,Toothpaste,Personal Care,13.0,87.0,2026-05-20,Walk-in
965,Tea Powder 250g,Grocery,12.0,119.0,2026-01-03,Wholesale
966,Tea Powder 250g,Grocery,2.0,116.0,2026-01-02,Wholesale
967,Curd 500g,Dairy,18.0,43.0,2026-01-22,Walk-in
968,Shampoo,Personal Care,7.0,180.0,2026-04-16,Wholesale
969,Tea Powder 250g,Grocery,6.0,117.0,2026-02-26,Wholesale
970,Biscuits,Snacks,4.0,28.0,2026-02-16,Wholesale
971,Wheat Flour 5kg,Grocery,15.0,223.0,2026-06-15,Wholesale
972,Sugar 1kg,Grocery,3.0,44.0,2026-03-06,Regular
973,Shampoo,Personal Care,16.0,184.0,2026-03-26,Walk-in
974,Tea Powder 250g,Grocery,8.0,125.0,2026-01-26,Walk-in
975,Sugar 1kg,Grocery,11.0,43.0,2026-05-05,Walk-in
976,Namkeen 200g,Snacks,10.0,64.0,2026-06-27,Wholesale
977,Tea Powder 250g,Grocery,19.0,124.0,2026-04-04,Walk-in
978,Paneer 200g,Dairy,1.0,77.0,2026-03-22,Regular
979,Toothpaste,Personal Care,,95.0,2026-03-12,Walk-in
980,Tea Powder 250g,Grocery,11.0,125.0,2026-05-03,Walk-in
981,Detergent 1kg,Household,10.0,130.0,2026-05-05,Wholesale
982,Cooking Oil 1L,Grocery,20.0,147.0,2026-01-21,Walk-in
983,Tea Powder 250g,Grocery,7.0,123.0,2026-03-09,Wholesale
984,Sugar 1kg,Grocery,1.0,41.0,2026-05-10,Wholesale
985,Rice 5kg,Grocery,19.0,354.0,2026-04-14,Wholesale
986,Shampoo,Personal Care,18.0,175.0,2026-03-08,Wholesale
987,Dishwash Liquid,Household,5.0,100.0,2026-04-04,Walk-in
988,Toothpaste,Personal Care,10.0,94.0,2026-02-04,Walk-in
989,Sugar 1kg,Grocery,12.0,46.0,2026-05-09,Regular
990,Toothpaste,Personal Care,6.0,94.0,2026-05-12,Regular
991,Detergent 1kg,Household,6.0,127.0,2026-05-25,Wholesale
992,Tea Powder 250g,Grocery,12.0,122.0,2026-01-11,Regular
993,Dishwash Liquid,Household,3.0,93.0,2026-03-09,Walk-in
994,Toothpaste,Personal Care,7.0,85.0,2026-05-13,Walk-in
995,Curd 500g,Dairy,15.0,42.0,2026-01-12,Regular
996,Namkeen 200g,Snacks,17.0,56.0,2026-06-12,Walk-in
997,Biscuits,Snacks,18.0,34.0,2026-05-26,Regular
998,Curd 500g,Dairy,13.0,45.0,2026-04-04,Wholesale
999,Sugar 1kg,Grocery,9.0,48.0,2026-04-07,Regular
1000,Curd 500g,Dairy,12.0,40.0,2026-05-05,Walk-in
1001,Rice 5kg,Grocery,5.0,353.0,2026-04-23,Regular
1002,Toothpaste,Personal Care,17.0,86.0,2026-06-14,Walk-in
1003,Shampoo,Personal Care,6.0,177.0,2026-02-10,Walk-in
1004,Cooking Oil 1L,Grocery,8.0,155.0,2026-04-17,Walk-in
1005,Cooking Oil 1L,Grocery,16.0,152.0,2026-05-03,Regular
1006,Soap,Personal Care,14.0,40.0,2026-01-06,Regular
1007,Wheat Flour 5kg,Grocery,19.0,217.0,2026-06-01,Regular
1008,Tea Powder 250g,Grocery,17.0,125.0,2026-01-11,Wholesale
1009,Tea Powder 250g,Grocery,6.0,115.0,2026-03-08,Regular
1010,Curd 500g,Dairy,19.0,44.0,2026-06-13,Regular
1011,Chips,Snacks,7.0,16.0,2026-04-25,Wholesale
1012,Dishwash Liquid,Household,,97.0,2026-02-26,Walk-in
1013,Tea Powder 250g,Grocery,6.0,124.0,2026-06-09,Wholesale
1014,Biscuits,Snacks,11.0,27.0,2026-04-27,Wholesale
1015,Sugar 1kg,Grocery,13.0,43.0,2026-04-09,Regular
1016,Cooking Oil 1L,Grocery,7.0,145.0,2026-05-14,Wholesale
1017,Paneer 200g,Dairy,20.0,77.0,2026-01-25,Regular
1018,Dishwash Liquid,Household,20.0,99.0,2026-01-10,Wholesale
1019,Cooking Oil 1L,Grocery,16.0,146.0,2026-06-18,Regular
1020,Rice 5kg,Grocery,14.0,355.0,2026-05-14,Walk-in
1021,Milk 1L,Dairy,17.0,50.0,2026-04-20,Regular
1022,Dishwash Liquid,Household,12.0,96.0,2026-05-31,Wholesale
1023,Cooking Oil 1L,Grocery,5.0,151.0,2026-03-07,Walk-in
1024,Toothpaste,Personal Care,10.0,86.0,2026-06-03,Wholesale
1025,Paneer 200g,Dairy,7.0,79.0,2026-01-02,Wholesale
1026,Rice 5kg,Grocery,17.0,354.0,2026-01-31,Wholesale
1027,Rice 5kg,Grocery,7.0,351.0,2026-06-26,Walk-in
1028,Paneer 200g,Dairy,4.0,80.0,2026-02-09,Walk-in
1029,Biscuits,Snacks,18.0,29.0,2026-04-19,Wholesale
1030,Milk 1L,Dairy,9.0,59.0,2026-06-24,Walk-in
1031,Shampoo,Personal Care,18.0,181.0,2026-05-23,Walk-in
1032,Soap,Personal Care,18.0,35.0,2026-05-23,Walk-in
1033,Biscuits,Snacks,19.0,29.0,2026-03-30,Wholesale
1034,Curd 500g,Dairy,4.0,37.0,2026-02-28,Walk-in
1035,Soap,Personal Care,7.0,31.0,2026-05-11,Walk-in
1036,Namkeen 200g,Snacks,20.0,63.0,2026-06-28,Wholesale
1037,Wheat Flour 5kg,Grocery,13.0,217.0,2026-06-12,Regular
1038,Sugar 1kg,Grocery,16.0,42.0,2026-06-03,Walk-in
1039,Sugar 1kg,Grocery,9.0,41.0,2026-02-26,Walk-in
1040,Sugar 1kg,Grocery,2.0,49.0,2026-04-09,Walk-in
1041,Chips,Snacks,2.0,24.0,2026-02-14,Wholesale
1042,Dishwash Liquid,Household,1.0,97.0,2026-02-21,Wholesale
1043,Chips,Snacks,2.0,18.0,2026-06-03,Wholesale
1044,Toothpaste,Personal Care,6.0,94.0,2026-06-22,Regular
1045,Milk 1L,Dairy,1.0,53.0,2026-02-10,Regular
1046,Biscuits,Snacks,12.0,31.0,2026-06-21,Walk-in
1047,Curd 500g,Dairy,7.0,44.0,2026-05-13,Regular
1048,Sugar 1kg,Grocery,18.0,41.0,2026-03-14,Wholesale
1049,Milk 1L,Dairy,9.0,55.0,2026-02-27,Wholesale
1050,Shampoo,Personal Care,13.0,182.0,2026-05-28,Regular
1051,Biscuits,Snacks,14.0,27.0,2026-05-10,Regular
1052,Sugar 1kg,Grocery,10.0,48.0,2026-03-29,Regular
1053,Biscuits,Snacks,19.0,33.0,2026-03-06,Wholesale
1054,Detergent 1kg,Household,19.0,131.0,2026-05-04,Regular
1055,Namkeen 200g,Snacks,15.0,62.0,2026-05-31,Regular
1056,Dishwash Liquid,Household,9.0,91.0,2026-01-18,Walk-in
1057,TOOTHPASTE  ,Personal Care,8.0,95.0,2026-03-22,Walk-in
1058,Milk 1L,Dairy,,58.0,2026-01-03,Wholesale
1059,Biscuits,Snacks,10.0,28.0,2026-01-24,Walk-in
1060,Namkeen 200g,Snacks,18.0,56.0,2026-02-15,Walk-in
1061,Namkeen 200g,Snacks,7.0,60.0,2026-05-27,Walk-in
1062,Soap,Personal Care,7.0,40.0,2026-05-08,Wholesale
1063,Shampoo,Personal Care,8.0,178.0,2026-03-09,Regular
1064,Toothpaste,Personal Care,8.0,88.0,2026-06-08,Walk-in
1065,Tea Powder 250g,Grocery,4.0,116.0,2026-01-21,Wholesale
1066,Dishwash Liquid,Household,1.0,99.0,2026-05-19,Regular
1067,Dishwash Liquid,Household,20.0,95.0,2026-03-22,Walk-in
1068,Biscuits,Snacks,6.0,32.0,2026-05-11,Walk-in
1069,Curd 500g,Dairy,19.0,38.0,2026-02-02,Regular
1070,Paneer 200g,Dairy,18.0,82.0,2026-01-09,Wholesale
1071,Milk 1L,Dairy,6.0,56.0,2026-04-28,Regular
1072,Detergent 1kg,Household,1.0,130.0,2026-01-04,Wholesale
1073,Shampoo,Personal Care,19.0,181.0,2026-01-26,Walk-in
1074,Milk 1L,Dairy,9.0,59.0,2026-02-17,Wholesale
1075,Biscuits,Snacks,9.0,28.0,2026-05-01,Wholesale
1076,Namkeen 200g,Snacks,6.0,60.0,2026-05-08,Walk-in
1077,Shampoo,Personal Care,12.0,181.0,2026-04-04,Walk-in
1078,Biscuits,Snacks,6.0,32.0,2026-05-27,Regular
1079,Toothpaste,Personal Care,9.0,86.0,2026-03-02,Wholesale
1080,Paneer 200g,Dairy,7.0,81.0,2026-02-07,Wholesale
1081,Tea Powder 250g,Grocery,1.0,,2026-02-15,Walk-in
1082,Dishwash Liquid,Household,17.0,92.0,2026-05-17,Wholesale
1083,Namkeen 200g,Snacks,10.0,62.0,2026-03-06,Wholesale
1084,Wheat Flour 5kg,Grocery,4.0,221.0,2026-06-26,Regular
1085,Wheat Flour 5kg,Grocery,9.0,218.0,2026-05-02,Wholesale
1086,Cooking Oil 1L,Grocery,11.0,152.0,2026-03-08,Walk-in
1087,Milk 1L,Dairy,18.0,58.0,2026-03-07,Walk-in
1088,Rice 5kg,Grocery,4.0,351.0,2026-03-31,Wholesale
1089,Shampoo,Personal Care,,184.0,2026-06-16,Wholesale
1090,Soap,Personal Care,12.0,34.0,2026-03-25,Wholesale
1091,Dishwash Liquid,Household,,97.0,2026-04-08,Wholesale
1092,Chips,Snacks,5.0,22.0,2026-02-12,Wholesale
1093,Namkeen 200g,Snacks,20.0,61.0,2026-05-27,Walk-in
1094,Sugar 1kg,Grocery,6.0,41.0,2026-03-29,Regular
1095,Namkeen 200g,Snacks,10.0,60.0,2026-03-10,Wholesale
1096,Curd 500g,Dairy,15.0,39.0,2026-04-03,Wholesale
1097,Detergent 1kg,Household,6.0,131.0,2026-02-17,Regular
1098,Tea Powder 250g,Grocery,9.0,118.0,2026-06-29,Wholesale
1099,Sugar 1kg,Grocery,6.0,43.0,2026-04-12,Regular
1100,Cooking Oil 1L,Grocery,,146.0,2026-05-21,Regular
1101,Rice 5kg,Grocery,17.0,351.0,2026-01-22,Regular
1102,Biscuits,Snacks,5.0,34.0,2026-01-22,Wholesale
1103,Curd 500g,Dairy,8.0,39.0,2026-03-05,Wholesale
1104,Chips,Snacks,5.0,22.0,2026-02-03,Wholesale
1105,Soap,Personal Care,2.0,30.0,2026-06-19,Walk-in
1106,Namkeen 200g,Snacks,15.0,62.0,2026-05-19,Walk-in
1107,Detergent 1kg,Household,18.0,127.0,2026-02-15,Wholesale
1108,Detergent 1kg,Household,19.0,135.0,2026-04-22,Wholesale
1109,Chips,Snacks,16.0,20.0,2026-05-19,Regular
1110,Sugar 1kg,Grocery,10.0,47.0,2026-04-04,Walk-in
1111,Biscuits,Snacks,10.0,27.0,2026-01-03,Regular
1112,Tea Powder 250g,Grocery,10.0,120.0,2026-05-01,Wholesale
1113,Rice 5kg,Grocery,16.0,352.0,2026-03-18,Regular
1114,Paneer 200g,Dairy,20.0,79.0,2026-03-01,Regular
1115,Milk 1L,Dairy,,53.0,2026-05-24,Walk-in
1116,Curd 500g,Dairy,6.0,38.0,2026-06-15,Walk-in
1117,Curd 500g,Dairy,9.0,38.0,2026-01-21,Walk-in
1118,Toothpaste,Personal Care,20.0,93.0,2026-06-27,Wholesale
1119,Biscuits,Snacks,18.0,29.0,2026-03-10,Walk-in
1120,Shampoo,Personal Care,6.0,176.0,2026-02-04,Walk-in
1121,Cooking Oil 1L,Grocery,15.0,155.0,2026-06-08,Walk-in
1122,Biscuits,Snacks,16.0,34.0,2026-02-18,Walk-in
1123,Rice 5kg,Grocery,2.0,347.0,2026-05-17,Regular
1124,Soap,Personal Care,10.0,31.0,2026-03-10,Regular
1125,Detergent 1kg,Household,8.0,125.0,2026-01-24,Regular
1126,Rice 5kg,Grocery,7.0,352.0,2026-03-29,Walk-in
1127,Chips,Snacks,12.0,22.0,2026-04-29,Wholesale
1128,Wheat Flour 5kg,Grocery,3.0,220.0,2026-02-07,Regular
1129,Biscuits,Snacks,3.0,31.0,2026-05-20,Walk-in
1130,Soap,Personal Care,9.0,33.0,2026-04-08,Regular
1131,Cooking Oil 1L,Grocery,13.0,148.0,2026-04-24,Regular
1132,Wheat Flour 5kg,Grocery,15.0,218.0,2026-01-25,Wholesale
1133,Shampoo,Personal Care,13.0,182.0,2026-06-24,Walk-in
1134,Namkeen 200g,Snacks,2.0,57.0,2026-05-21,Wholesale
1135,Cooking Oil 1L,Grocery,16.0,149.0,2026-06-13,Walk-in
1136,Shampoo,Personal Care,2.0,180.0,2026-06-20,Regular
1137,COOKING OIL 1L  ,Grocery,14.0,148.0,2026-03-25,Regular
1138,Soap,Personal Care,19.0,34.0,2026-01-31,Walk-in
1139,Toothpaste,Personal Care,2.0,85.0,2026-05-29,Wholesale
1140,Dishwash Liquid,Household,5.0,99.0,2026-04-06,Regular
1141,Toothpaste,Personal Care,16.0,87.0,2026-01-24,Wholesale
1142,Namkeen 200g,Snacks,2.0,65.0,2026-01-16,Walk-in
1143,Tea Powder 250g,Grocery,4.0,123.0,2026-02-02,Walk-in
1144,Toothpaste,Personal Care,18.0,90.0,2026-06-15,Walk-in
1145,Detergent 1kg,Household,1.0,128.0,2026-06-26,Walk-in
1146,Milk 1L,Dairy,9.0,52.0,2026-01-11,Walk-in
1147,Detergent 1kg,Household,,133.0,2026-05-19,Wholesale
1148,Dishwash Liquid,Household,19.0,93.0,2026-02-17,Wholesale
1149,Milk 1L,Dairy,15.0,55.0,2026-03-12,Wholesale
1150,Soap,Personal Care,17.0,31.0,2026-02-09,Walk-in
1151,Chips,Snacks,18.0,19.0,2026-04-04,Walk-in
1152,Rice 5kg,Grocery,17.0,355.0,2026-04-08,Wholesale
1153,Soap,Personal Care,20.0,30.0,2026-04-04,Wholesale
1154,Toothpaste,Personal Care,3.0,90.0,2026-06-18,Wholesale
1155,Curd 500g,Dairy,17.0,38.0,2026-06-24,Walk-in
1156,Tea Powder 250g,Grocery,10.0,124.0,2026-03-24,Walk-in
1157,Namkeen 200g,Snacks,4.0,56.0,2026-05-14,Wholesale
1158,Sugar 1kg,Grocery,5.0,40.0,2026-02-15,Regular
1159,Shampoo,Personal Care,16.0,176.0,2026-02-19,Regular
1160,Wheat Flour 5kg,Grocery,13.0,224.0,2026-06-18,Walk-in
1161,Biscuits,Snacks,12.0,25.0,2026-02-26,Wholesale
1162,Sugar 1kg,Grocery,7.0,,2026-06-17,Walk-in
1163,Sugar 1kg,Grocery,2.0,47.0,2026-04-03,Wholesale
1164,Paneer 200g,Dairy,2.0,80.0,2026-06-07,Walk-in
1165,Wheat Flour 5kg,Grocery,10.0,216.0,2026-01-20,Regular
1166,Cooking Oil 1L,Grocery,8.0,146.0,2026-05-17,Walk-in
1167,Shampoo,Personal Care,17.0,178.0,2026-06-18,Regular
1168,Soap,Personal Care,18.0,38.0,2026-04-17,Wholesale
1169,Cooking Oil 1L,Grocery,19.0,155.0,2026-04-02,Wholesale
1170,Detergent 1kg,Household,14.0,135.0,2026-01-27,Regular
1171,Soap,Personal Care,13.0,38.0,2026-05-10,Walk-in
1172,Soap,Personal Care,20.0,38.0,2026-04-24,Walk-in
1173,Namkeen 200g,Snacks,11.0,63.0,2026-04-06,Walk-in
1174,Paneer 200g,Dairy,20.0,80.0,2026-03-03,Wholesale
1175,Shampoo,Personal Care,18.0,181.0,2026-03-07,Walk-in
1176,Detergent 1kg,Household,13.0,132.0,2026-01-01,Wholesale
1177,Wheat Flour 5kg,Grocery,20.0,219.0,2026-01-05,Wholesale
1178,Tea Powder 250g,Grocery,1.0,119.0,2026-03-18,Regular
